"type","Status","Amount_In_Dollars","Market_Title","Market_Id","Original_Date","Filled","Canceled_By_You","Canceled_By_NSF","Canceled_By_Closing","Original_Placed","Remaining","Price_In_Cents","Fee_In_Dollars","Traded_Time","Direction","Settled_Time","Result","Profit_In_Dollars","Yes_Contracts_Owned","Yes_Contracts_Average_Price_In_Cents","No_Contracts_Owned","No_Contracts_Average_Price_In_Cents","Deposit_Type","Last_Updated"
"Trade","","1","Will the **high temp in Austin** be 81-82° on Mar 8 2024?","2634868c-2b8a-4c69-a008-099929f05c8c","Mar 8, 2024","","","","","","","1","0.01","Mar 8, 2024 at 8:52PM EST","No","","","","","","","","",""
"Trade","","1","Will the **high temp in Austin** be 79-80° on Mar 8 2024?","142dd72d-a4b7-416d-b572-ed83ebbf01e6","Mar 8, 2024","","","","","","","1","0.01","Mar 8, 2024 at 8:52PM EST","No","","","","","","","","",""
"Trade","","1","Will the **high temp in Austin** be 77-78° on Mar 8 2024?","a5688dfa-1c51-41cf-87bd-8cf923292e35","Mar 8, 2024","","","","","","","1","0.01","Mar 8, 2024 at 8:52PM EST","No","","","","","","","","",""
"Trade","","1","Will the **high temp in Austin** be <77° on Mar 8 2024?","d18ebd76-de90-4b68-8f29-92b834746b7c","Mar 8, 2024","","","","","","","1","0.01","Mar 8, 2024 at 8:52PM EST","No","","","","","","","","",""
"Trade","","1","Will the **high temp in NYC** be 54-55° on Mar 8 2024?","aa2e1df4-33a1-4102-b7f6-5887463f9f77","Mar 8, 2024","","","","","","","1","0.01","Mar 8, 2024 at 8:50PM EST","No","","","","","","","","",""
"Trade","","1","Will the **high temp in NYC** be 52-53° on Mar 8 2024?","2cd52824-438d-4f73-8f37-96838972da27","Mar 8, 2024","","","","","","","1","0.01","Mar 8, 2024 at 8:50PM EST","No","","","","","","","","",""
"Trade","","1","Will the **high temp in NYC** be 50-51° on Mar 8 2024?","2356ebaa-fa9c-440f-b2c6-26e0b665a11b","Mar 8, 2024","","","","","","","1","0.01","Mar 8, 2024 at 8:50PM EST","No","","","","","","","","",""
"Trade","","1","Will the **high temp in NYC** be <50° on Mar 8 2024?","3ed2c600-bd4a-40b2-be1b-b5967dd92190","Mar 8, 2024","","","","","","","1","0.01","Mar 8, 2024 at 8:50PM EST","No","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Austin** be 65-66° on Feb 28 2024?","fb583fba-6530-4264-90e3-97e23fc11bdd","Feb 28, 2024","27","0","0","0","27","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Austin** be >66° on Feb 28 2024?","a1d62871-e954-4e45-abc9-fedb12cd58cd","Feb 28, 2024","3,898","0","0","0","3,898","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Austin** be <59° on Feb 28 2024?","9b659746-d4f0-4e5f-9045-23db768b65ef","Feb 28, 2024","220","0","0","0","220","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the high temp in Chicago be 28-29° on Feb 28 2024?","58246112-8021-4f5e-b760-a90c293266e7","Feb 28, 2024","750","0","0","0","750","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the high temp in Chicago be 26-27° on Feb 28 2024?","f1ae37de-9545-41ec-85ab-0d743a174bbd","Feb 28, 2024","10","0","0","0","10","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the high temp in Chicago be 24-25° on Feb 28 2024?","28b6e80d-2c80-4b28-abf9-8d30c05a54d7","Feb 28, 2024","1","0","0","0","1","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in NYC** be 57-58° on Feb 28 2024?","2656c413-a1ff-4927-83c6-33473d9d8442","Feb 28, 2024","1,751","0","0","0","1,751","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in NYC** be 61-62° on Feb 28 2024?","e9ad4f2c-314e-4686-a5e4-c8b73c832509","Feb 28, 2024","100","0","0","0","100","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Miami** be 78-79° on Feb 27 2024?","f74a1188-e35f-493c-9e0f-dba0ac581322","Feb 27, 2024","575","0","0","0","575","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Miami** be 76-77° on Feb 27 2024?","05593edd-bc00-48f7-b3a3-aad39c1cafc2","Feb 27, 2024","255","0","0","0","255","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Miami** be 74-75° on Feb 27 2024?","bcbf0a99-d1ab-4acf-ac7f-2c2c59cee29a","Feb 27, 2024","1,059","0","0","0","1,059","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Miami** be 72-73° on Feb 27 2024?","e34e89fd-e48f-4759-81e6-55d48504b94c","Feb 27, 2024","1","0","0","0","1","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Austin** be 85-86° on Feb 27 2024?","e6b7f2bb-f94b-45b9-bd77-24cc26897597","Feb 27, 2024","10","0","0","0","10","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Austin** be 83-84° on Feb 27 2024?","d26469d2-973a-48cb-9326-ff1546b0d94b","Feb 27, 2024","944","0","0","0","944","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Austin** be 81-82° on Feb 27 2024?","b0d82a99-83cb-4d3b-a90c-7842296a0000","Feb 27, 2024","13","0","0","0","13","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Austin** be <81° on Feb 27 2024?","0a0a4914-e657-447d-b4c2-a185a53f6d68","Feb 27, 2024","14","0","0","0","14","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the high temp in Chicago be 75-76° on Feb 27 2024?","b6f28161-8fc6-4e1c-8794-68843df08595","Feb 27, 2024","10","0","0","0","10","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the high temp in Chicago be 73-74° on Feb 27 2024?","5aacc1a4-4989-4fe8-b078-4da9c384b3df","Feb 27, 2024","100","0","0","0","100","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the high temp in Chicago be 71-72° on Feb 27 2024?","aecc10e3-22a9-48fe-89f4-9527f89267ae","Feb 27, 2024","297","0","0","0","297","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in NYC** be 54-55° on Feb 27 2024?","b350a22a-d631-4f09-950f-36cc6a537e05","Feb 27, 2024","766","0","0","0","766","0","","","","","","","","","","","","",""
"Trade","","10","Will the **high temp in Miami** be 79-80° on Mar 6 2024?","fc214638-6d5d-4611-a478-f6099185ec19","Mar 6, 2024","","","","","","","1","0.01","Mar 6, 2024 at 8:45PM EST","No","","","","","","","","",""
"Trade","","10","Will the **high temp in Miami** be 79-80° on Mar 6 2024?","fc214638-6d5d-4611-a478-f6099185ec19","Mar 6, 2024","","","","","","","10","0.07","Mar 6, 2024 at 8:45PM EST","No","","","","","","","","",""
"Trade","","200","Will the **high temp in Miami** be 79-80° on Mar 6 2024?","fc214638-6d5d-4611-a478-f6099185ec19","Mar 6, 2024","","","","","","","70","2.94","Mar 6, 2024 at 8:45PM EST","No","","","","","","","","",""
"Trade","","10","Will the **high temp in Miami** be 79-80° on Mar 6 2024?","fc214638-6d5d-4611-a478-f6099185ec19","Mar 6, 2024","","","","","","","1","0.01","Mar 6, 2024 at 8:45PM EST","No","","","","","","","","",""
"Trade","","1","Will the **high temp in Miami** be 79-80° on Mar 6 2024?","fc214638-6d5d-4611-a478-f6099185ec19","Mar 6, 2024","","","","","","","1","0.01","Mar 6, 2024 at 8:45PM EST","No","","","","","","","","",""
"Trade","","1","Will the **high temp in Miami** be 79-80° on Mar 6 2024?","fc214638-6d5d-4611-a478-f6099185ec19","Mar 6, 2024","","","","","","","1","0.01","Mar 6, 2024 at 8:45PM EST","No","","","","","","","","",""
"Trade","","1","Will the **high temp in Austin** be 81-82° on Mar 6 2024?","e31d799d-584c-4ebe-a1e6-93feb38c2885","Mar 6, 2024","","","","","","","1","0.01","Mar 6, 2024 at 8:44PM EST","No","","","","","","","","",""
"Trade","","1","Will the **high temp in NYC** be <52° on Mar 6 2024?","64fc3318-9ae0-42d5-9235-ed3260693097","Mar 6, 2024","","","","","","","1","0.01","Mar 6, 2024 at 8:42PM EST","No","","","","","","","","",""
"Trade","","5","Will the high temp in Chicago be 50-51° on Mar 6 2024?","ef2888f5-f9d9-45ae-9c98-2c25c8db13d9","Mar 6, 2024","","","","","","","99","0.01","Mar 6, 2024 at 8:40PM EST","Yes","","","","","","","","",""
"Trade","","1","Will the high temp in Chicago be 50-51° on Mar 6 2024?","ef2888f5-f9d9-45ae-9c98-2c25c8db13d9","Mar 6, 2024","","","","","","","1","0.01","Mar 6, 2024 at 8:40PM EST","Yes","","","","","","","","",""
"Trade","","50","Will the **high temp in Miami** be 80-81° on Mar 5 2024?","a8d87c37-d225-4e92-878a-7d0451855793","Mar 5, 2024","","","","","","","50","0.88","Mar 5, 2024 at 11:19PM EST","No","","","","","","","","",""
"Trade","","99","Will the **high temp in Austin** be 89-90° on Mar 5 2024?","adf4c67b-fd79-4f39-bf4d-6303b364a6c3","Mar 5, 2024","","","","","","","1","0.07","Mar 5, 2024 at 11:18PM EST","No","","","","","","","","",""
"Trade","","50","Will the high temp in Chicago be 42-43° on Mar 5 2024?","ae4e6c36-2744-40c9-b209-5373e8421c01","Mar 5, 2024","","","","","","","50","0.88","Mar 5, 2024 at 11:17PM EST","No","","","","","","","","",""
"Trade","","50","Will the **high temp in NYC** be 49-50° on Mar 5 2024?","e62e6b7d-e227-4c9a-8d84-2bd0de027265","Mar 5, 2024","","","","","","","50","0.88","Mar 5, 2024 at 11:16PM EST","No","","","","","","","","",""
"Trade","","14","Will the high temp in Chicago be <68° on Mar 4 2024?","438debbc-8e2e-45c9-8be2-2d339888f698","Mar 4, 2024","","","","","","","1","0.01","Mar 4, 2024 at 9:55PM EST","No","","","","","","","","",""
"Trade","","50","Will the high temp in Chicago be <68° on Mar 4 2024?","438debbc-8e2e-45c9-8be2-2d339888f698","Mar 4, 2024","","","","","","","75","0.66","Mar 4, 2024 at 9:55PM EST","No","","","","","","","","",""
"Trade","","10","Will the high temp in Chicago be <68° on Mar 4 2024?","438debbc-8e2e-45c9-8be2-2d339888f698","Mar 4, 2024","","","","","","","50","0.18","Mar 4, 2024 at 9:55PM EST","No","","","","","","","","",""
"Trade","","4","Will the high temp in Chicago be 68-69° on Mar 4 2024?","b61d66c8-5193-41d3-a3cf-3e86191e56c6","Mar 4, 2024","","","","","","","75","0.06","Mar 4, 2024 at 9:55PM EST","No","","","","","","","","",""
"Trade","","1","Will the high temp in Chicago be 68-69° on Mar 4 2024?","b61d66c8-5193-41d3-a3cf-3e86191e56c6","Mar 4, 2024","","","","","","","89","0.01","Mar 4, 2024 at 9:55PM EST","No","","","","","","","","",""
"Trade","","100","Will the high temp in Chicago be 68-69° on Mar 4 2024?","b61d66c8-5193-41d3-a3cf-3e86191e56c6","Mar 4, 2024","","","","","","","90","0.63","Mar 4, 2024 at 9:55PM EST","No","","","","","","","","",""
"Order","Filled ","","Will the **high temp in NYC** be 56-57° on Feb 27 2024?","77d367c3-18b8-4a1f-a5b2-5f7807f5e0d8","Feb 27, 2024","1,630","0","0","0","1,630","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in NYC** be 58-59° on Feb 27 2024?","490585c9-a96b-4b18-b310-fbfa1db06371","Feb 27, 2024","728","0","0","0","728","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the high temp in Chicago be 69-70° on Feb 26 2024?","fe1dfaf6-3e2e-4c6b-a79e-5dea6f1f82ce","Feb 26, 2024","11","0","0","0","11","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the high temp in Chicago be <63° on Feb 26 2024?","8d10cee7-8975-45ab-9384-df9aa5d01277","Feb 26, 2024","914","0","0","0","914","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Austin** be <81° on Feb 26 2024?","00dc042e-3285-4ada-8db1-37d4edc43573","Feb 26, 2024","845","0","0","0","845","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Austin** be 85-86° on Feb 26 2024?","c810616f-6900-40a4-b36f-6cfc20c9c9ce","Feb 26, 2024","17","0","0","0","17","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Austin** be 83-84° on Feb 26 2024?","d0a9f99c-898b-4a45-9cc6-b72cd8b5739e","Feb 26, 2024","6","0","0","0","6","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in NYC** be 51-52° on Feb 26 2024?","66e91197-e11c-42e8-880e-632002efce90","Feb 26, 2024","44","0","0","0","44","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in NYC** be 55-56° on Feb 26 2024?","499cba35-f786-424e-95f0-83ed11180928","Feb 26, 2024","741","0","0","0","741","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in NYC** be <49° on Feb 26 2024?","d0d347b8-57cb-48b8-aa32-9838deb88e48","Feb 26, 2024","100","0","0","0","100","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Miami** be <71° on Feb 26 2024?","8e7069b6-7b7e-4cd7-807e-56a24a01b88e","Feb 26, 2024","100","0","0","0","100","0","","","","","","","","","","","","",""
"Trade","","50","Will the high temp in Chicago be 70-71° on Mar 4 2024?","ed27d523-622b-49a8-b851-f4c0714bbf42","Mar 4, 2024","","","","","","","50","0.88","Mar 4, 2024 at 9:55PM EST","No","","","","","","","","",""
"Trade","","20","Will the high temp in Chicago be 70-71° on Mar 4 2024?","ed27d523-622b-49a8-b851-f4c0714bbf42","Mar 4, 2024","","","","","","","30","0.30","Mar 4, 2024 at 9:55PM EST","No","","","","","","","","",""
"Trade","","50","Will the high temp in Chicago be 70-71° on Mar 4 2024?","ed27d523-622b-49a8-b851-f4c0714bbf42","Mar 4, 2024","","","","","","","75","0.66","Mar 4, 2024 at 9:55PM EST","No","","","","","","","","",""
"Trade","","12","Will the **high temp in Austin** be 79-80° on Mar 4 2024?","7eb34428-de84-4074-a4df-7ffe2da15338","Mar 4, 2024","","","","","","","50","0.21","Mar 4, 2024 at 9:54PM EST","No","","","","","","","","",""
"Trade","","1","Will the **high temp in Austin** be 79-80° on Mar 4 2024?","7eb34428-de84-4074-a4df-7ffe2da15338","Mar 4, 2024","","","","","","","89","0.01","Mar 4, 2024 at 9:54PM EST","No","","","","","","","","",""
"Trade","","50","Will the **high temp in Austin** be 79-80° on Mar 4 2024?","7eb34428-de84-4074-a4df-7ffe2da15338","Mar 4, 2024","","","","","","","75","0.66","Mar 4, 2024 at 9:54PM EST","No","","","","","","","","",""
"Trade","","50","Will the **high temp in Austin** be 79-80° on Mar 4 2024?","7eb34428-de84-4074-a4df-7ffe2da15338","Mar 4, 2024","","","","","","","75","0.66","Mar 4, 2024 at 9:54PM EST","No","","","","","","","","",""
"Trade","","75","Will the **high temp in Austin** be 81-82° on Mar 4 2024?","b2af1025-15a8-4c65-9250-5089c63f4e8c","Mar 4, 2024","","","","","","","90","0.48","Mar 4, 2024 at 9:54PM EST","No","","","","","","","","",""
"Trade","","19","Will the **high temp in Austin** be 81-82° on Mar 4 2024?","b2af1025-15a8-4c65-9250-5089c63f4e8c","Mar 4, 2024","","","","","","","1","0.02","Mar 4, 2024 at 9:54PM EST","No","","","","","","","","",""
"Trade","","20","Will the **high temp in Austin** be 81-82° on Mar 4 2024?","b2af1025-15a8-4c65-9250-5089c63f4e8c","Mar 4, 2024","","","","","","","1","0.02","Mar 4, 2024 at 9:54PM EST","No","","","","","","","","",""
"Trade","","10","Will the **high temp in Austin** be 75-76° on Mar 4 2024?","bdcaa16f-c1df-404a-b935-37f789d26599","Mar 4, 2024","","","","","","","99","0.01","Mar 4, 2024 at 9:54PM EST","No","","","","","","","","",""
"Trade","","30","Will the **high temp in NYC** be <54° on Mar 4 2024?","90d513d5-2b7d-4af6-9485-af13bcfb2ab5","Mar 4, 2024","","","","","","","30","0.45","Mar 4, 2024 at 9:52PM EST","No","","","","","","","","",""
"Trade","","74","Will the **high temp in NYC** be 54-55° on Mar 4 2024?","e3c5ee0e-5054-4c52-88de-ca6af620d30c","Mar 4, 2024","","","","","","","90","0.47","Mar 4, 2024 at 9:52PM EST","No","","","","","","","","",""
"Trade","","500","Will the **high temp in NYC** be 54-55° on Mar 4 2024?","e3c5ee0e-5054-4c52-88de-ca6af620d30c","Mar 4, 2024","","","","","","","90","3.15","Mar 4, 2024 at 9:52PM EST","No","","","","","","","","",""
"Trade","","50","Will the **high temp in Miami** be 79-80° on Mar 4 2024?","6db54b3d-57a2-4bc9-a316-aa9e4b4ca9ab","Mar 4, 2024","","","","","","","75","0.66","Mar 4, 2024 at 9:27PM EST","No","","","","","","","","",""
"Trade","","1","Will the **high temp in Miami** be 79-80° on Mar 4 2024?","6db54b3d-57a2-4bc9-a316-aa9e4b4ca9ab","Mar 4, 2024","","","","","","","89","0.01","Mar 4, 2024 at 9:27PM EST","No","","","","","","","","",""
"Trade","","5","Will the **high temp in Miami** be 79-80° on Mar 4 2024?","6db54b3d-57a2-4bc9-a316-aa9e4b4ca9ab","Mar 4, 2024","","","","","","","10","0.04","Mar 4, 2024 at 9:27PM EST","No","","","","","","","","",""
"Trade","","50","Will the **high temp in Miami** be 79-80° on Mar 4 2024?","6db54b3d-57a2-4bc9-a316-aa9e4b4ca9ab","Mar 4, 2024","","","","","","","50","0.88","Mar 4, 2024 at 9:27PM EST","No","","","","","","","","",""
"Trade","","20","Will the **high temp in Miami** be 81-82° on Mar 4 2024?","a766e9b6-f193-49f4-9663-9a6bd88d9f6d","Mar 4, 2024","","","","","","","80","0.23","Mar 4, 2024 at 9:27PM EST","No","","","","","","","","",""
"Trade","","19","Will the **high temp in Miami** be 81-82° on Mar 4 2024?","a766e9b6-f193-49f4-9663-9a6bd88d9f6d","Mar 4, 2024","","","","","","","30","0.28","Mar 4, 2024 at 9:27PM EST","No","","","","","","","","",""
"Trade","","20","Will the **high temp in Miami** be 83-84° on Mar 4 2024?","7ebc9bc6-7e38-4715-85d3-f7047e9d60c3","Mar 4, 2024","","","","","","","90","0.13","Mar 4, 2024 at 9:26PM EST","No","","","","","","","","",""
"Trade","","1","Will the **high temp in Miami** be 83-84° on Mar 4 2024?","7ebc9bc6-7e38-4715-85d3-f7047e9d60c3","Mar 4, 2024","","","","","","","99","0.01","Mar 4, 2024 at 9:26PM EST","No","","","","","","","","",""
"Trade","","9","Will the **high temp in Miami** be 83-84° on Mar 4 2024?","7ebc9bc6-7e38-4715-85d3-f7047e9d60c3","Mar 4, 2024","","","","","","","1","0.01","Mar 4, 2024 at 9:26PM EST","No","","","","","","","","",""
"Trade","","38","Will the **high temp in Miami** be <77° on Mar 4 2024?","e15ec5de-e64e-4e30-a506-03752ec62104","Mar 4, 2024","","","","","","","80","0.43","Mar 4, 2024 at 9:25PM EST","No","","","","","","","","",""
"Trade","","10","Will the **high temp in Miami** be <77° on Mar 4 2024?","e15ec5de-e64e-4e30-a506-03752ec62104","Mar 4, 2024","","","","","","","70","0.15","Mar 4, 2024 at 9:25PM EST","No","","","","","","","","",""
"Trade","","10","Will the **high temp in Miami** be <77° on Mar 4 2024?","e15ec5de-e64e-4e30-a506-03752ec62104","Mar 4, 2024","","","","","","","70","0.15","Mar 4, 2024 at 9:25PM EST","No","","","","","","","","",""
"Trade","","100","Will the **high temp in Austin** be 72-73° on Mar 1 2024?","d1408a8c-79b5-43c3-b96c-3aa04c8d486f","Mar 1, 2024","","","","","","","99","0.07","Mar 1, 2024 at 11:49PM EST","No","","","","","","","","",""
"Trade","","10","Will the high temp in Chicago be <48° on Mar 1 2024?","17aeaa51-7d13-4e42-b893-cd759dd60cbc","Mar 1, 2024","","","","","","","50","0.18","Mar 1, 2024 at 11:47PM EST","No","","","","","","","","",""
"Trade","","20","Will the high temp in Chicago be <48° on Mar 1 2024?","17aeaa51-7d13-4e42-b893-cd759dd60cbc","Mar 1, 2024","","","","","","","1","0.02","Mar 1, 2024 at 11:47PM EST","No","","","","","","","","",""
"Trade","","750","Will the high temp in Chicago be <48° on Mar 1 2024?","17aeaa51-7d13-4e42-b893-cd759dd60cbc","Mar 1, 2024","","","","","","","90","4.73","Mar 1, 2024 at 11:47PM EST","No","","","","","","","","",""
"Trade","","100","Will the high temp in Chicago be <48° on Mar 1 2024?","17aeaa51-7d13-4e42-b893-cd759dd60cbc","Mar 1, 2024","","","","","","","99","0.07","Mar 1, 2024 at 11:47PM EST","No","","","","","","","","",""
"Trade","","2,222","Will the high temp in Chicago be <48° on Mar 1 2024?","17aeaa51-7d13-4e42-b893-cd759dd60cbc","Mar 1, 2024","","","","","","","98","3.05","Mar 1, 2024 at 11:47PM EST","No","","","","","","","","",""
"Trade","","1","Will the high temp in Chicago be <48° on Mar 1 2024?","17aeaa51-7d13-4e42-b893-cd759dd60cbc","Mar 1, 2024","","","","","","","1","0.01","Mar 1, 2024 at 11:47PM EST","No","","","","","","","","",""
"Trade","","134","Will the high temp in Chicago be <48° on Mar 1 2024?","17aeaa51-7d13-4e42-b893-cd759dd60cbc","Mar 1, 2024","","","","","","","80","1.51","Mar 1, 2024 at 11:47PM EST","No","","","","","","","","",""
"Trade","","10","Will the high temp in Chicago be <48° on Mar 1 2024?","17aeaa51-7d13-4e42-b893-cd759dd60cbc","Mar 1, 2024","","","","","","","50","0.18","Mar 1, 2024 at 11:47PM EST","No","","","","","","","","",""
"Trade","","100","Will the high temp in Chicago be <48° on Mar 1 2024?","17aeaa51-7d13-4e42-b893-cd759dd60cbc","Mar 1, 2024","","","","","","","99","0.07","Mar 1, 2024 at 11:47PM EST","No","","","","","","","","",""
"Trade","","10","Will the high temp in Chicago be <48° on Mar 1 2024?","17aeaa51-7d13-4e42-b893-cd759dd60cbc","Mar 1, 2024","","","","","","","90","0.07","Mar 1, 2024 at 11:47PM EST","No","","","","","","","","",""
"Trade","","5","Will the **high temp in Miami** be 79-80° on Mar 1 2024?","185436ee-ae73-4047-8c64-a67eec0e8814","Mar 1, 2024","","","","","","","50","0.09","Mar 1, 2024 at 11:46PM EST","No","","","","","","","","",""
"Trade","","10","Will the **high temp in Miami** be 79-80° on Mar 1 2024?","185436ee-ae73-4047-8c64-a67eec0e8814","Mar 1, 2024","","","","","","","40","0.17","Mar 1, 2024 at 11:46PM EST","No","","","","","","","","",""
"Trade","","42","Will the **high temp in Miami** be 79-80° on Mar 1 2024?","185436ee-ae73-4047-8c64-a67eec0e8814","Mar 1, 2024","","","","","","","95","0.14","Mar 1, 2024 at 11:46PM EST","No","","","","","","","","",""
"Trade","","5","Will the **high temp in Miami** be 79-80° on Mar 1 2024?","185436ee-ae73-4047-8c64-a67eec0e8814","Mar 1, 2024","","","","","","","50","0.09","Mar 1, 2024 at 11:46PM EST","No","","","","","","","","",""
"Trade","","1","Will the **high temp in NYC** be 42-43° on Mar 1 2024?","39b18fd0-b8b3-4a29-acd3-583a415ab305","Mar 1, 2024","","","","","","","50","0.02","Mar 1, 2024 at 11:44PM EST","No","","","","","","","","",""
"Trade","","10","Will the **high temp in Miami** be 81-82° on Feb 28 2024?","a71c6b30-f6c0-4dd4-bdfd-9595e9c78a3c","Feb 28, 2024","","","","","","","90","0.07","Feb 28, 2024 at 10:14AM EST","No","","","","","","","","",""
"Trade","","10","Will the **high temp in Miami** be 81-82° on Feb 28 2024?","a71c6b30-f6c0-4dd4-bdfd-9595e9c78a3c","Feb 28, 2024","","","","","","","1","0.01","Feb 28, 2024 at 10:14AM EST","No","","","","","","","","",""
"Trade","","10","Will the **high temp in Miami** be 81-82° on Feb 28 2024?","a71c6b30-f6c0-4dd4-bdfd-9595e9c78a3c","Feb 28, 2024","","","","","","","50","0.18","Feb 28, 2024 at 10:14AM EST","No","","","","","","","","",""
"Trade","","10","Will the **high temp in Miami** be >82° on Feb 28 2024?","ed6161d4-2378-416c-afaa-96598ac70d42","Feb 28, 2024","","","","","","","1","0.01","Feb 28, 2024 at 10:13AM EST","No","","","","","","","","",""
"Trade","","20","Will the **high temp in Austin** be 65-66° on Feb 28 2024?","fb583fba-6530-4264-90e3-97e23fc11bdd","Feb 28, 2024","","","","","","","85","0.18","Feb 28, 2024 at 10:10AM EST","No","","","","","","","","",""
"Trade","","7","Will the **high temp in Austin** be 65-66° on Feb 28 2024?","fb583fba-6530-4264-90e3-97e23fc11bdd","Feb 28, 2024","","","","","","","90","0.05","Feb 28, 2024 at 10:10AM EST","No","","","","","","","","",""
"Trade","","982","Will the **high temp in Austin** be >66° on Feb 28 2024?","a1d62871-e954-4e45-abc9-fedb12cd58cd","Feb 28, 2024","","","","","","","50","17.19","Feb 28, 2024 at 10:10AM EST","No","","","","","","","","",""
"Trade","","20","Will the **high temp in Austin** be >66° on Feb 28 2024?","a1d62871-e954-4e45-abc9-fedb12cd58cd","Feb 28, 2024","","","","","","","1","0.02","Feb 28, 2024 at 10:10AM EST","No","","","","","","","","",""
"Trade","","10","Will the **high temp in Austin** be >66° on Feb 28 2024?","a1d62871-e954-4e45-abc9-fedb12cd58cd","Feb 28, 2024","","","","","","","1","0.01","Feb 28, 2024 at 10:10AM EST","No","","","","","","","","",""
"Trade","","1,875","Will the **high temp in Austin** be >66° on Feb 28 2024?","a1d62871-e954-4e45-abc9-fedb12cd58cd","Feb 28, 2024","","","","","","","50","32.82","Feb 28, 2024 at 10:10AM EST","No","","","","","","","","",""
"Trade","","1","Will the **high temp in Austin** be >66° on Feb 28 2024?","a1d62871-e954-4e45-abc9-fedb12cd58cd","Feb 28, 2024","","","","","","","50","0.02","Feb 28, 2024 at 10:10AM EST","No","","","","","","","","",""
"Trade","","1,000","Will the **high temp in Austin** be >66° on Feb 28 2024?","a1d62871-e954-4e45-abc9-fedb12cd58cd","Feb 28, 2024","","","","","","","50","17.50","Feb 28, 2024 at 10:10AM EST","No","","","","","","","","",""
"Trade","","10","Will the **high temp in Austin** be >66° on Feb 28 2024?","a1d62871-e954-4e45-abc9-fedb12cd58cd","Feb 28, 2024","","","","","","","25","0.14","Feb 28, 2024 at 10:10AM EST","No","","","","","","","","",""
"Trade","","200","Will the **high temp in Austin** be <59° on Feb 28 2024?","9b659746-d4f0-4e5f-9045-23db768b65ef","Feb 28, 2024","","","","","","","50","3.50","Feb 28, 2024 at 10:09AM EST","Yes","","","","","","","","",""
"Trade","","20","Will the **high temp in Austin** be <59° on Feb 28 2024?","9b659746-d4f0-4e5f-9045-23db768b65ef","Feb 28, 2024","","","","","","","99","0.02","Feb 28, 2024 at 10:09AM EST","Yes","","","","","","","","",""
"Trade","","750","Will the high temp in Chicago be 28-29° on Feb 28 2024?","58246112-8021-4f5e-b760-a90c293266e7","Feb 28, 2024","","","","","","","90","4.73","Feb 28, 2024 at 10:05AM EST","No","","","","","","","","",""
"Trade","","10","Will the high temp in Chicago be 26-27° on Feb 28 2024?","f1ae37de-9545-41ec-85ab-0d743a174bbd","Feb 28, 2024","","","","","","","1","0.01","Feb 28, 2024 at 10:05AM EST","No","","","","","","","","",""
"Trade","","1","Will the high temp in Chicago be 24-25° on Feb 28 2024?","28b6e80d-2c80-4b28-abf9-8d30c05a54d7","Feb 28, 2024","","","","","","","90","0.01","Feb 28, 2024 at 10:05AM EST","No","","","","","","","","",""
"Trade","","1","Will the **high temp in NYC** be 57-58° on Feb 28 2024?","2656c413-a1ff-4927-83c6-33473d9d8442","Feb 28, 2024","","","","","","","60","0.02","Feb 28, 2024 at 10:00AM EST","No","","","","","","","","",""
"Trade","","750","Will the **high temp in NYC** be 57-58° on Feb 28 2024?","2656c413-a1ff-4927-83c6-33473d9d8442","Feb 28, 2024","","","","","","","90","4.73","Feb 28, 2024 at 10:00AM EST","No","","","","","","","","",""
